0, 0, -849099872, 32759, -849258819
0.01, 0, -849099872, 32759, -849258819
0.02, 0, -849099872, 32759, -849258819
0.03, 0, -849099872, 32759, -849258819
0.04, 0, -849099872, 32759, -849258819
0.05, 0, -849099872, 32759, -849258819
0.06, 0, -849099872, 32759, -849258819
0.07, 0, -849099872, 32759, -849258819
0.08, 0, -849099872, 32759, -849258819
0.09, 0, -849099872, 32759, -849258819
0.1, 0, -849099872, 32759, -849258819
0.11, 0, -849099872, 32759, -849258819
0.12, 0, -849099872, 32759, -849258819
0.13, 0, -849099872, 32759, -849258819
0.14, 0, -849099872, 32759, -849258819
0.15, 0, -849099872, 32759, -849258819
0.16, 0, -849099872, 32759, -849258819
0.17, 0, -849099872, 32759, -849258819
0.18, 0, -849099872, 32759, -849258819
0.19, 0, -849099872, 32759, -849258819
0.2, 0, -849099872, 32759, -849258819
0.21, 0, -849099872, 32759, -849258819
0.22, 0, -849099872, 32759, -849258819
0.23, 0, -849099872, 32759, -849258819
0.24, 0, -849099872, 32759, -849258819
0.25, 0, -849099872, 32759, -849258819
0.26, 0, -849099872, 32759, -849258819
0.27, 0, -849099872, 32759, -849258819
0.28, 0, -849099872, 32759, -849258819
0.29, 0, -849099872, 32759, -849258819
0.3, 0, -849099872, 32759, -849258819
0.31, 0, -849099872, 32759, -849258819
0.32, 0, -849099872, 32759, -849258819
0.33, 0, -849099872, 32759, -849258819
0.34, 0, -849099872, 32759, -849258819
0.35, 0, -849099872, 32759, -849258819
0.36, 0, -849099872, 32759, -849258819
0.37, 0, -849099872, 32759, -849258819
0.38, 0, -849099872, 32759, -849258819
0.39, 0, -849099872, 32759, -849258819
0.4, 0, -849099872, 32759, -849258819
0.41, 0, -849099872, 32759, -849258819
0.42, 0, -849099872, 32759, -849258819
0.43, 0, -849099872, 32759, -849258819
0.44, 0, -849099872, 32759, -849258819
0.45, 0, -849099872, 32759, -849258819
0.46, 0, -849099872, 32759, -849258819
0.47, 0, -849099872, 32759, -849258819
0.48, 0, -849099872, 32759, -849258819
0.49, 0, -849099872, 32759, -849258819
0.5, 0, -849099872, 32759, -849258819
0.51, 0, -849099872, 32759, -849258819
0.52, 0, -849099872, 32759, -849258819
0.53, 0, -849099872, 32759, -849258819
0.54, 0, -849099872, 32759, -849258819
0.55, 0, -849099872, 32759, -849258819
0.56, 0, -849099872, 32759, -849258819
0.57, 0, -849099872, 32759, -849258819
0.58, 0, -849099872, 32759, -849258819
0.59, 0, -849099872, 32759, -849258819
0.6, 0, -849099872, 32759, -849258819
0.61, 0, -849099872, 32759, -849258819
0.62, 0, -849099872, 32759, -849258819
0.63, 0, -849099872, 32759, -849258819
0.64, 0, -849099872, 32759, -849258819
0.65, 0, -849099872, 32759, -849258819
0.66, 0, -849099872, 32759, -849258819
0.67, 0, -849099872, 32759, -849258819
0.68, 0, -849099872, 32759, -849258819
0.69, 0, -849099872, 32759, -849258819
0.7, 0, -849099872, 32759, -849258819
0.71, 0, -849099872, 32759, -849258819
0.72, 0, -849099872, 32759, -849258819
0.73, 0, -849099872, 32759, -849258819
0.74, 0, -849099872, 32759, -849258819
0.75, 0, -849099872, 32759, -849258819
0.76, 0, -849099872, 32759, -849258819
0.77, 0, -849099872, 32759, -849258819
0.78, 0, -849099872, 32759, -849258819
0.79, 0, -849099872, 32759, -849258819
0.8, 0, -849099872, 32759, -849258819
0.81, 0, -849099872, 32759, -849258819
0.82, 0, -849099872, 32759, -849258819
0.83, 0, -849099872, 32759, -849258819
0.84, 0, -849099872, 32759, -849258819
0.85, 0, -849099872, 32759, -849258819
0.86, 0, -849099872, 32759, -849258819
0.87, 0, -849099872, 32759, -849258819
0.88, 0, -849099872, 32759, -849258819
0.89, 0, -849099872, 32759, -849258819
0.9, 0, -849099872, 32759, -849258819
0.91, 0, -849099872, 32759, -849258819
0.92, 0, -849099872, 32759, -849258819
0.93, 0, -849099872, 32759, -849258819
0.94, 0, -849099872, 32759, -849258819
0.95, 0, -849099872, 32759, -849258819
0.96, 0, -849099872, 32759, -849258819
0.97, 0, -849099872, 32759, -849258819
0.98, 0, -849099872, 32759, -849258819
0.99, 0, -849099872, 32759, -849258819
1, 0, -849099872, 32759, -849258819
1.01, 0, -849099872, 32759, -849258819
1.02, 0, -849099872, 32759, -849258819
1.03, 0, -849099872, 32759, -849258819
1.04, 0, -849099872, 32759, -849258819
1.05, 0, -849099872, 32759, -849258819
1.06, 0, -849099872, 32759, -849258819
1.07, 0, -849099872, 32759, -849258819
1.08, 0, -849099872, 32759, -849258819
1.09, 0, -849099872, 32759, -849258819
1.1, 0, -849099872, 32759, -849258819
1.11, 0, -849099872, 32759, -849258819
1.12, 0, -849099872, 32759, -849258819
1.13, 0, -849099872, 32759, -849258819
1.14, 0, -849099872, 32759, -849258819
1.15, 0, -849099872, 32759, -849258819
1.16, 0, -849099872, 32759, -849258819
1.17, 0, -849099872, 32759, -849258819
1.18, 0, -849099872, 32759, -849258819
1.19, 0, -849099872, 32759, -849258819
1.2, 0, -849099872, 32759, -849258819
1.21, 0, -849099872, 32759, -849258819
1.22, 0, -849099872, 32759, -849258819
1.23, 0, -849099872, 32759, -849258819
1.24, 0, -849099872, 32759, -849258819
1.25, 0, -849099872, 32759, -849258819
1.26, 0, -849099872, 32759, -849258819
1.27, 0, -849099872, 32759, -849258819
1.28, 0, -849099872, 32759, -849258819
1.29, 0, -849099872, 32759, -849258819
1.3, 0, -849099872, 32759, -849258819
1.31, 0, -849099872, 32759, -849258819
1.32, 0, -849099872, 32759, -849258819
1.33, 0, -849099872, 32759, -849258819
1.34, 0, -849099872, 32759, -849258819
1.35, 0, -849099872, 32759, -849258819
1.36, 0, -849099872, 32759, -849258819
1.37, 0, -849099872, 32759, -849258819
1.38, 0, -849099872, 32759, -849258819
1.39, 0, -849099872, 32759, -849258819
1.4, 0, -849099872, 32759, -849258819
1.41, 0, -849099872, 32759, -849258819
1.42, 0, -849099872, 32759, -849258819
1.43, 0, -849099872, 32759, -849258819
1.44, 0, -849099872, 32759, -849258819
1.45, 0, -849099872, 32759, -849258819
1.46, 0, -849099872, 32759, -849258819
1.47, 0, -849099872, 32759, -849258819
1.48, 0, -849099872, 32759, -849258819
1.49, 0, -849099872, 32759, -849258819
1.5, 0, -849099872, 32759, -849258819
1.51, 0, -849099872, 32759, -849258819
