11.0856, 15.0273, 6.95655
5.09431, 15.6464, 10.6029
6.93115, 3.41985, 13.2563
9.84433, 13.502, 6.29181
10.5747, 8.16025, 7.89603
15.2154, 13.5294, 7.02017
0.564483, 0.0567315, 11.889
1.49704, 7.54862, 0.246124
8.89816, 14.4955, 13.0716
6.62548, 4.53152, 5.2592
14.9723, 14.6568, 14.2811
13.6739, 14.1989, 9.27841
12.592, 10.6629, 15.6018
14.135, 7.05685, 5.28742
0.450045, 9.45405, 14.1399
8.4522, 6.732, 6.84692
6.1438, 4.18587, 0.684919
15.6284, 4.56502, 0.336483
8.5564, 8.80452, 14.8977
11.1089, 10.3496, 12.7279
8.44367, 0.0449979, 15.0595
8.68204, 9.87203, 11.7182
10.6307, 14.3202, 4.15935
5.41503, 13.0559, 4.65754
4.48616, 7.98103, 0.40648
5.59464, 5.80573, 0.665602
9.10896, 15.9236, 4.43274
0.804108, 12.1031, 9.21268
12.1311, 14.1707, 6.37255
4.59489, 3.15046, 7.84199
14.7088, 8.63381, 6.82485
9.5453, 4.96669, 9.76001
8.66691, 3.55691, 3.92828
14.6078, 11.4314, 9.72057
10.8446, 6.18177, 14.3584
7.2586, 8.59264, 7.50944
5.14594, 4.85971, 14.5142
2.51496, 6.48724, 12.614
15.0263, 9.65636, 1.5282
5.0631, 5.59264, 12.9614
2.21536, 9.28315, 3.46463
8.68259, 9.73737, 7.86662
14.5365, 15.1881, 2.44864
12.2451, 2.0157, 7.82918
0.9466, 5.67417, 13.4532
5.36557, 3.9322, 8.53812
9.80956, 14.9555, 3.7136
13.8261, 6.70047, 12.918
12.3106, 9.5462, 3.09646
1.54079, 13.5057, 10.358
13.4599, 1.21265, 6.09238
2.81985, 13.5503, 3.7036
15.8145, 4.76436, 3.00581
7.02249, 14.82, 4.96917
8.486, 14.5598, 5.46143
3.12409, 8.975, 3.12772
15.6936, 6.34819, 8.76876
11.0002, 5.35298, 15.9247
5.86922, 6.81421, 6.63218
6.06153, 15.2943, 3.32479
4.19863, 8.62302, 0.437362
5.4092, 11.0179, 12.4808
13.3332, 8.72283, 2.89925
4.3084, 8.78126, 2.72807
15.7952, 10.3305, 2.99363
8.49907, 9.78575, 13.0374
11.1688, 9.28624, 3.64672
3.52015, 10.5013, 3.03956
13.6155, 13.6161, 9.0996
9.9523, 4.98762, 0.194628
10.092, 15.6301, 9.97978
13.3516, 8.95651, 7.22782
4.62577, 1.69799, 8.43635
15.8788, 12.4917, 15.6307
8.15069, 6.01592, 13.3893
5.76294, 0.386504, 1.66741
15.3107, 0.325159, 12.4706
2.60766, 5.49505, 0.400184
13.2794, 9.47472, 5.66576
9.48641, 13.3435, 12.1382
12.5438, 10.896, 10.936
8.0471, 3.01246, 6.51357
7.27893, 13.597, 14.9942
9.64142, 6.29168, 15.0267
8.82347, 10.2613, 11.1028
0.653995, 9.46705, 2.26837
10.3493, 15.3959, 4.66149
1.68564, 1.35637, 3.18637
3.56068, 7.61293, 11.1182
7.47377, 3.9822, 11.3112
14.7837, 2.59835, 0.233899
3.73559, 6.50213, 8.29593
1.28331, 9.93558, 0.139863
11.2432, 8.89101, 15.8465
6.96706, 11.2415, 6.17434
13.1606, 11.5427, 11.6501
4.14438, 5.37144, 10.8987
15.9166, 8.82603, 3.59922
14.7133, 12.8927, 11.1433
1.55024, 11.282, 3.85482
3.51318, 11.3166, 3.43756
1.58272, 0.826554, 6.3697
1.80096, 15.294, 13.6732
15.5027, 0.19958, 14.8463
1.2315, 1.63568, 7.38763
4.6331, 15.2753, 5.184
1.0676, 10.3939, 10.4846
15.5849, 7.45848, 9.91194
12.9476, 15.8639, 10.1888
8.52186, 9.72768, 14.1812
7.74761, 15.5033, 5.25681
4.53015, 7.93757, 2.91175
0.661005, 2.13801, 11.5277
6.42889, 3.51222, 1.02922
7.63969, 5.03831, 8.33917
11.032, 3.82629, 8.63349
7.12663, 2.84414, 4.8365
8.2061, 5.63738, 12.897
14.4283, 9.84298, 9.51658
11.0614, 7.64669, 9.80321
2.67595, 1.049, 12.7222
14.6193, 4.06598, 13.6178
15.3689, 15.989, 12.4359
0.863464, 4.38727, 1.45111
8.18318, 5.67865, 4.94553
4.38112, 10.1215, 5.34606
5.20101, 12.2168, 5.2236
7.80106, 1.1026, 5.09705
1.9761, 5.24958, 1.04385
3.45072, 3.16543, 12.8041
14.5289, 14.0958, 12.8798
7.66361, 2.90413, 15.7397
8.5878, 6.99646, 4.21516
7.52187, 5.58033, 15.4005
2.71271, 11.7171, 10.0425
3.23866, 3.12062, 10.2177
7.40745, 6.76902, 14.815
12.9811, 12.9174, 2.29835
10.2362, 12.7969, 8.83429
0.0891295, 11.3144, 7.16257
6.36862, 4.45163, 1.52762
3.71969, 2.78005, 1.46604
4.26068, 4.14957, 3.78142
4.02218, 10.428, 12.7922
5.56042, 3.71137, 8.07146
6.1712, 8.25219, 7.20385
15.4746, 0.939018, 6.14621
0.128722, 5.04418, 11.93
5.78598, 14.1735, 14.3263
15.425, 12.6935, 9.3058
7.17099, 2.85105, 9.82956
7.38364, 8.52182, 4.7187
9.04552, 8.54517, 9.88527
13.5013, 9.21116, 8.17455
8.42057, 14.597, 11.335
1.83793, 0.0733419, 1.86125
2.18619, 10.9395, 14.2261
0.234386, 14.1786, 15.3263
3.19653, 13.4888, 10.6052
10.3038, 10.3769, 2.28257
2.10109, 8.883, 14.7151
14.4205, 11.2377, 12.8352
13.7397, 2.26016, 4.4579
2.6333, 10.2322, 3.72649
9.1804, 12.6323, 7.4069
3.3355, 3.07329, 3.10764
0.404323, 3.7728, 11.6633
11.8629, 5.23954, 6.59216
3.32095, 1.1277, 9.9395
11.506, 8.53678, 6.49807
15.7689, 8.09279, 0.230624
6.0217, 10.1249, 5.85583
10.9019, 1.72261, 12.4999
11.2937, 6.20824, 4.19825
9.53148, 7.31654, 10.2146
12.0486, 0.385107, 4.66397
15.9492, 7.81419, 8.84813
6.01436, 5.54432, 2.59336
10.2204, 6.61502, 4.4606
5.90657, 14.4683, 4.3283
15.5166, 1.18948, 9.30813
12.3804, 6.4325, 13.752
0.841448, 3.16484, 11.7921
10.0345, 11.0152, 9.65616
5.52897, 4.14897, 9.55581
15.9917, 14.5509, 15.5629
0.344547, 0.734161, 11.8893
11.1009, 3.47683, 5.24887
13.9503, 6.98269, 10.6412
8.14586, 1.55459, 11.1551
2.82124, 9.66747, 3.22008
15.7706, 3.02291, 1.78063
5.00739, 13.2945, 6.48345
6.73687, 2.06444, 9.16532
8.91534, 0.795932, 13.2532
5.2611, 14.1926, 10.9523
6.45443, 0.620275, 1.31865
0.879141, 2.2569, 6.92032
1.39932, 11.4821, 10.5954
10.4678, 4.1427, 14.4547
3.37592, 3.92968, 7.20209
4.70389, 15.2194, 4.0044
0.94139, 9.76009, 12.5403
10.9125, 8.46665, 7.3318
11.527, 7.77898, 8.16216
11.9346, 9.5929, 12.7794
11.6109, 12.8592, 6.06562
14.7795, 4.04518, 6.40972
5.72715, 13.4807, 6.28978
6.45257, 14.813, 3.57219
9.31288, 3.2816, 8.25979
4.31614, 15.9842, 2.14908
2.02863, 11.6457, 12.7124
14.9871, 10.6128, 7.5705
7.54483, 13.363, 4.85778
13.3607, 10.4995, 12.7477
8.83535, 14.2326, 10.2519
11.8761, 9.32352, 13.9438
7.44208, 11.2496, 14.361
1.56106, 15.8729, 14.7802
2.72453, 8.37395, 0.787575
4.35376, 6.72698, 11.6872
6.02842, 5.06025, 12.1853
7.14255, 14.7904, 5.96909
8.77024, 6.44789, 7.15848
13.1093, 5.62417, 5.0819
3.24638, 12.1788, 5.52769
3.60448, 9.4755, 13.1803
12.8887, 15.8945, 5.85841
12.0088, 9.45304, 5.52354
0.420279, 5.35459, 8.4566
15.6427, 10.3117, 4.50382
15.4408, 6.97766, 15.1895
3.83232, 15.7229, 10.8178
14.1531, 11.202, 8.22027
6.80016, 7.15089, 2.70279
9.00974, 15.5539, 9.23553
15.5971, 9.71732, 1.33758
4.93681, 7.69145, 13.9203
3.0428, 2.41008, 6.95497
6.85399, 4.67434, 4.97566
15.9002, 6.50222, 2.48723
6.41803, 11.4199, 13.6345
8.30395, 2.87316, 8.17708
2.71559, 14.0962, 3.46018
2.78639, 15.1673, 6.66001
2.20103, 3.93237, 6.80286
15.7275, 3.45696, 7.12145
11.9828, 6.47143, 14.526
3.07163, 1.50464, 2.05929
12.9625, 6.87872, 3.61844
2.29188, 2.97528, 8.8702
15.0291, 5.30649, 0.308261
14.7752, 13.5403, 14.9495
15.76, 11.314, 12.3623
11.0731, 1.0772, 6.12394
7.41553, 1.10716, 9.49112
12.7997, 1.39455, 14.1131
5.10093, 11.8797, 9.99406
15.1998, 5.48035, 0.162601
15.6998, 8.39962, 1.03987
13.1788, 2.54645, 9.05405
13.2856, 12.148, 8.66222
9.80914, 5.14966, 9.64909
5.03926, 5.29173, 12.6174
15.3, 14.6333, 4.02363
14.4781, 11.397, 7.18111
6.32667, 0.196623, 6.65105
3.58541, 8.74501, 9.96094
14.6524, 6.06172, 14.162
2.5865, 10.2033, 15.7388
6.31068, 2.01127, 0.820399
6.94454, 13.8375, 7.51225
1.03167, 4.79336, 12.997
12.3021, 1.10292, 14.472
4.40668, 2.14819, 8.00515
1.5228, 9.63783, 2.9775
1.40752, 4.45941, 2.93197
3.75655, 12.1966, 2.56586
2.07608, 11.1732, 7.52427
1.6409, 7.96074, 10.1241
12.237, 2.56139, 5.37151
13.3796, 8.71019, 12.795
8.49017, 4.30799, 8.2571
14.235, 11.0974, 14.615
12.3061, 1.33216, 12.6303
2.63195, 0.65814, 13.3451
6.84481, 13.871, 10.8789
13.6867, 10.4143, 8.2025
2.28884, 14.507, 7.39025
1.91393, 14.68, 8.96569
14.099, 7.78363, 4.65481
5.76299, 2.74485, 13.653
1.06241, 2.47449, 15.3567
11.0461, 10.2162, 12.8599
3.10971, 3.06478, 0.0441614
13.4632, 12.9318, 5.52629
4.30675, 12.4694, 5.00966
7.03237, 12.9116, 5.36638
12.9635, 13.4915, 12.8424
12.1373, 6.44035, 13.6089
15.4883, 5.73814, 10.7542
10.269, 8.77942, 6.10392
14.4745, 9.94286, 2.79109
15.5608, 3.43853, 10.7179
13.3246, 4.32698, 2.19562
15.8836, 5.68672, 6.52771
9.07272, 3.1922, 4.71087
3.97907, 11.4688, 0.620035
3.001, 11.1396, 11.406
7.678, 10.0196, 8.37313
10.4536, 6.25311, 0.487517
9.33846, 1.1787, 3.69509
3.74454, 4.00728, 5.25924
6.93363, 6.96261, 8.59884
14.8074, 11.768, 3.53541
7.68645, 14.0519, 5.53666
2.79921, 8.27733, 0.92476
4.14999, 8.36255, 7.10875
6.54935, 4.63376, 3.55375
6.78446, 12.2394, 7.99195
14.8617, 5.07722, 8.1874
10.22, 0.565973, 3.14726
0.533666, 11.6979, 5.86144
0.0250399, 9.48259, 0.0869468
5.08136, 15.1909, 14.2105
6.89542, 14.2944, 12.8057
15.0296, 11.1871, 12.1661
0.578003, 15.0847, 5.08877
9.46412, 14.5722, 11.1069
9.93949, 15.6496, 5.1763
10.9247, 11.6545, 13.9297
11.5551, 1.76589, 5.20796
0.247138, 4.45153, 5.45482
3.43369, 4.47685, 11.2023
13.584, 13.4901, 3.3615
2.11789, 5.41024, 1.93385
2.59886, 5.89063, 5.98144
0.14556, 7.02679, 5.37456
2.53089, 0.802302, 4.48952
15.813, 11.0608, 9.23372
13.8937, 8.78331, 1.02681
10.0203, 6.50848, 4.07144
3.65905, 6.41031, 9.00857
10.8448, 5.28264, 8.52667
15.2145, 5.60841, 13.0461
6.04684, 3.8622, 15.5973
14.4713, 5.9989, 11.3163
9.46967, 3.12314, 10.6804
13.3405, 10.5687, 10.4351
13.8314, 1.24736, 14.9334
2.39565, 5.65874, 9.3059
7.48375, 10.8543, 0.555268
0.947969, 15.2383, 3.5427
7.28945, 11.798, 5.70551
1.22076, 9.92097, 7.37617
2.71904, 12.0784, 10.1283
15.6718, 12.857, 0.202835
5.12804, 6.52193, 15.24
2.93726, 10.0512, 2.39528
5.53153, 11.6522, 5.58556
14.9318, 1.30079, 1.53775
7.12973, 0.432721, 4.82887
7.53381, 12.7435, 4.82588
8.3454, 14.0588, 2.5435
